title,description,artist,culture,country,teaserText,url,image,regularImage,largeImage,period,date,medium,general medium,accessionNumber,galleryInformation
Boy frightened by a dog (one of a pair),"HÃ¶chst Manufactory (German, 1746-1796)",HÃ¶chst Manufactory,"German, HÃ¶chst",Germany,"HÃ¶chst Manufactory (German, 1746-1796) Date: ca. 1765-70<br/>Accession Number: 50.211.216",/art/collection/search/200906?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=48,https://images.metmuseum.org/CRDImages/es/mobile-large/ES6279.jpg,es/web-additional/ES6279.jpg,es/web-large/ES6279.jpg,ca. 1765-70,18th century,Hard-paste porcelain,Hard-paste porcelain,50.211.216,Not on view
Boy holding a dog,Attributed to Tommaso Fiamberti (active 1480-1525),Tommaso Fiamberti,"Italian, Florence",Italy,Attributed to Tommaso Fiamberti (active 1480-1525) Date: late 15th century<br/>Accession Number: 41.100.237,/art/collection/search/198759?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=49,https://images.metmuseum.org/CRDImages/es/mobile-large/124686.jpg,es/web-additional/124686.jpg,es/web-large/124686.jpg,late 15th century,15th century,Marble (Verde di Prato),Marble ,41.100.237,Not on view
"[Boy kneeling with dog on basket], Sunny South Cigarettes from Allen &amp; Ginter Advertising Cards (HP1a)","Allen &amp; Ginter (American, Richmond, Virginia)",Allen & Ginter,,unknown,"Allen &amp; Ginter (American, Richmond, Virginia) Date: 1880s<br/>Accession Number: Burdick 5, HP1a.66",/art/collection/search/854350?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=50,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1880s,19th century,Commercial color lithograph,Commercial color lithograph,"Burdick 5, HP1a.66",Not on view
Boy riding a dog,Mennecy,Mennecy,"French, Mennecy",France,MennecyDate: ca. 1745-50<br/>Accession Number: 1974.356.587,/art/collection/search/206103?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=51,https://images.metmuseum.org/CRDImages/es/mobile-large/ES2502.jpg,es/web-additional/ES2502.jpg,es/web-large/ES2502.jpg,ca. 1745-50,18th century,Soft-paste porcelain,Soft-paste porcelain,1.974.356.587,Not on view
Boy with Greyhound Dog (from Sketchbook),"John William Casilear (American, New York 1811-1893 Saratoga Springs, New York)",John William Casilear,American,America,"John William Casilear (American, New York 1811-1893 Saratoga Springs, New York) Accession Number: 1979.581.87",/art/collection/search/16542?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=52,https://images.metmuseum.org/CRDImages/ad/mobile-large/263707.jpg,ad/web-additional/263707.jpg,ad/web-large/263707.jpg,,unknown,"Graphite, pen, ink, and watercolor on paper",Graphite,1979.581.87,Not on view
A Brace of Full-grown Puppies: or My Dog and Me,"Thomas Rowlandson (British, London 1757-1827 London)",Thomas Rowlandson,,unknown,"Thomas Rowlandson (British, London 1757-1827 London) Date: 1807<br/>Accession Number: 59.533.1022(5)",/art/collection/search/823939?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=53,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP885267.jpg,dp/web-additional/DP885267.jpg,dp/web-large/DP885267.jpg,1807,19th century,Hand-colored etching,Hand-colored etching,59.533.1022(5),Not on view
",Brewster &amp; Co. (American","New York)""",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1881<br/>Accession Number: 23.112.2731",/art/collection/search/764890?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=54,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1881,19th century,Graphite on wove paper with perforated linen tape adhered to left edge for binding. Overlay of graphite on tracing paper.,Graphite ,231.122.731,Not on view
Broadside with 48 scenes relating to the life of a dog told by himself,"José MarÃ­a Marés (Spanish, active ca. 1850-70)",José MarÃ­a Marés,,unknown,"José MarÃ­a Marés (Spanish, active ca. 1850-70) Date: 1874<br/>Accession Number: 1978.643.58(4)",/art/collection/search/760641?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=55,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP875653.jpg,dp/web-additional/DP875653.jpg,dp/web-large/DP875653.jpg,1874,19th century,Wood engraving,Wood engraving,1978.643.58(4),Not on view
Bronze figure of a dog,,,"Roman, Asia Minor",Italy,Date: ca. 1st-2nd century A.D<br/>Accession Number: 2021.40.3,/art/collection/search/329972?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=56,https://images.metmuseum.org/CRDImages/gr/mobile-large/K196.jpg,gr/web-additional/K196.jpg,gr/web-large/K196.jpg,ca. 1st-2nd century A.D,1st century,Bronze,Bronze,2021.40.3,Not on view
Bronze statuette of a dog,,,Roman,Italy,Date: 2nd-3rd century CE<br/>Accession Number: 62.10.3,/art/collection/search/255121?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=57,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP20789.jpg,gr/web-additional/DP20789.jpg,gr/web-large/DP20789.jpg,2nd-3rd century CE,2nd century,Bronze,Bronze,62.10.3,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY4NjY4LDQwLjc3ODA0ODI0QGxtQDYxMzQ3MzgzMjg5NQ==' target='_blank'>Gallery 169</a>
Bronze statuette of a girl holding a dog,,,Greek or Roman,Greece or Italy,Date: 1st century BCE-2nd century CE<br/>Accession Number: 13.225.4,/art/collection/search/248754?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=58,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP20467.jpg,gr/web-additional/DP20467.jpg,gr/web-large/DP20467.jpg,1st century BCE-2nd century CE,1st century,Bronze,Bronze,13.225.4,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>
Brooch in the Form of a Dog,,,Roman,Italy,Date: 2nd century<br/>Accession Number: 17.194.2390,/art/collection/search/465900?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=59,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-194-2390s1.jpg,md/web-additional/sf17-194-2390s1.jpg,md/web-large/sf17-194-2390s1.jpg,2nd century,2nd century,"Champlevé enamel, bronze",Champlevé enamel,171.942.390,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE1NTk3LDQwLjc3OTM3NzE4QGxtQDI1OTUxMjg0MTAxNQ==' target='_blank'>Gallery 301</a>
Brooch in the Form of a Dog Attacking a Boar,,,Roman,Italy,Date: 2nd century<br/>Accession Number: 17.192.148,/art/collection/search/465206?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=60,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-192-148s1.jpg,md/web-additional/sf17-192-148s1.jpg,md/web-large/sf17-192-148s1.jpg,2nd century,2nd century,"Champlevé enamel, bronze, gold",Champlevé enamel,17.192.148,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE1NTk3LDQwLjc3OTM3NzE4QGxtQDI1OTUxMjg0MTAxNQ==' target='_blank'>Gallery 301</a>
Bug Breeders in the Dog Days,"Thomas Rowlandson (British, London 1757-1827 London)",Thomas Rowlandson,,unknown,"Thomas Rowlandson (British, London 1757-1827 London) Date: April 4, 1812<br/>Accession Number: 59.533.1940",/art/collection/search/811918?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=61,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881787.jpg,dp/web-additional/DP881787.jpg,dp/web-large/DP881787.jpg,"April 4, 1812",19th century,Hand-colored etching,Hand-colored etching,595.331.940,Not on view
Bug Breeders in the Dog Days,"Thomas Rowlandson (British, London 1757-1827 London)",Thomas Rowlandson,,unknown,"Thomas Rowlandson (British, London 1757-1827 London) Date: April 4, 1812<br/>Accession Number: 59.533.1484",/art/collection/search/788080?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=62,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP883799.jpg,dp/web-additional/DP883799.jpg,dp/web-large/DP883799.jpg,"April 4, 1812",19th century,Hand-colored etching,Hand-colored etching,595.331.484,Not on view
"Bull Dog from Cowan""s Dog Pictures (V13)","Cowan Company, Limited (Canadian, 1893-1926)","Cowan Company, Limited",,unknown,"Cowan Company, Limited (Canadian, 1893-1926) Date: ca. 1929<br/>Accession Number: Burdick 335, V13.3",/art/collection/search/840142?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=63,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1929,20th century,Commercial color photolithograph,Commercial color photolithograph,"Burdick 335, V13.3",Not on view
"Bull Terrier from Cowan""s Dog Pictures (V13)","Cowan Company, Limited (Canadian, 1893-1926)","Cowan Company, Limited",,unknown,"Cowan Company, Limited (Canadian, 1893-1926) Date: ca. 1929<br/>Accession Number: Burdick 335, V13.6",/art/collection/search/840145?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=64,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1929,20th century,Commercial color photolithograph,Commercial color photolithograph,"Burdick 335, V13.6",Not on view
Bull Terrier from Our Friend - the Dog Educational Pictures (W608-4),,,,unknown,Date: ca. 1950-55<br/>Accession Number: 63.350.536.608.4.22,/art/collection/search/814562?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=65,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882440.jpg,dp/web-additional/DPB882440.jpg,dp/web-large/DPB882440.jpg,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,63.350.536.608.4.22,Not on view
Bust of a Man (a) and Sleeping Dog (b),"Charles Jacque (French, Paris 1813-1894 Paris)",Charles Jacque,,unknown,"Charles Jacque (French, Paris 1813-1894 Paris) Date: 1843<br/>Accession Number: 31.20.23",/art/collection/search/830406?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=66,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP887227.jpg,dp/web-additional/DP887227.jpg,dp/web-large/DP887227.jpg,1843,19th century,Etching,Etching,31.20.23,Not on view
"The Butcher""s Dog","James McNeill Whistler (American, Lowell, Massachusetts 1834-1903 London)",James McNeill Whistler,,unknown,"James McNeill Whistler (American, Lowell, Massachusetts 1834-1903 London) Date: 1896<br/>Accession Number: 29.107.112",/art/collection/search/372901?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=67,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP814101.jpg,dp/web-additional/DP814101.jpg,dp/web-large/DP814101.jpg,1896,19th century,Transfer lithograph; fourth state of four (Chicago incorrectly lists both MMA impressions as second states); printed in black ink on medium weight ivory laid paper,Transfer lithograph,29.107.112,Not on view
"The Butcher""s Dog","James McNeill Whistler (American, Lowell, Massachusetts 1834-1903 London)",James McNeill Whistler,,unknown,"James McNeill Whistler (American, Lowell, Massachusetts 1834-1903 London) Date: 1896<br/>Accession Number: 17.3.249",/art/collection/search/372878?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=68,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP814099.jpg,dp/web-additional/DP814099.jpg,dp/web-large/DP814099.jpg,1896,19th century,Transfer lithograph; fourth state of four (Chicago incorrectly lists both MMA impressions as second states); printed in black ink on medium weight fibrous laid paper,Transfer lithograph,17.3.249,Not on view
"Calypso in a Forest with a Spear in Hand and a Quiver on her Back, and a Dog in Attendance, Extending her Hand Towards the Nymph, Eucharis, from Les Aventures de Télémaque par Fénelon avec Son Ã‰loge par la Harpe, Paris Furne et Cie, Ã‰diteurs, Rue Saint-André-Des-Arts, 45 MDCCCLXIV","Simonnet (French, 19th century)",Simonnet,,unknown,"Simonnet (French, 19th century) Date: published 1864<br/>Accession Number: 61.538.13(5)",/art/collection/search/427004?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=69,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,published 1864,19th century,Etching and engraving with stipple,Etching and engraving with stipple,61.538.13(5),Not on view
Caricature of a Man with a Dog,"Anonymous, British, 19th century","Anonymous, British, 19th century",,unknown,"Anonymous, British, 19th centuryDate: ca. 1800<br/>Accession Number: 60.620.61",/art/collection/search/363116?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=70,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801554.jpg,dp/web-additional/DP801554.jpg,dp/web-large/DP801554.jpg,ca. 1800,19th century,Red chalk,Red chalk,60.620.61,Not on view
Carpenters with Dog,Unknown,Unknown,,unknown,UnknownDate: 1900s<br/>Accession Number: 2015.400.657,/art/collection/search/697664?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=71,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1900s,20th centurys,Gelatin silver print,Gelatin silver print,2.015.400.657,Not on view
Case (InrÅ) with Design of Dog (Shishi) with Brocade Ball,,,Japan,Japan,Date: 19th century<br/>Accession Number: 13.67.100,/art/collection/search/58623?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=72,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-13_67_100-001.jpg,as/web-additional/LC-13_67_100-001.jpg,as/web-large/LC-13_67_100-001.jpg,19th century,19th century,"Lacquer, kinji, brown ishime, incised, takamakie, roiro and togidashi, metal inlay; Interior: nashiji and fundame",Lacquer,13.67.100,Not on view
Case (InrÅ) with Design of MomotarÅ and Dog on the way to the Island of the Devils (obverse); Monkey with Pheasant (reverse),Kogyoku Tokayo,Kogyoku Tokayo,Japan,Japan,Kogyoku TokayoDate: 19th century<br/>Accession Number: 29.100.765,/art/collection/search/45583?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=73,https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_765_O3.JPG,as/web-additional/29_100_765_O3.JPG,as/web-large/29_100_765_O3.JPG,19th century,19th century,"Lacquer with sprinkled, polished, and relief makie gold and silver, metal inlay; Interior: gyobu nashiji and fundame; Netsuke: Eight masks",Lacquer,29.100.765,Not on view
Case (InrÅ) with Design of Shishi Dog Jumping and Climbing among Rocks and Bamboo,,,Japan,Japan,Date: 19th century<br/>Accession Number: 38.25.147,/art/collection/search/59010?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=74,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,19th century,19th century,"Wood, ebony, carved relief; Interior: plain & silver metal lining",Wood,38.25.147,Not on view
Case (InrÅ) with Design of Shishi Dog Resting beside Flowering Peonies (obverse); Shoki with Sword Seated on Rock (reverse),,,Japan,Japan,Date: 19th century<br/>Accession Number: 38.25.133,/art/collection/search/58870?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=75,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,19th century,19th century,"Wood, gold and coloured hiramakie, raden, metal inlay; Interior: roiro and fundame",Wood,38.25.133,Not on view
Case (InrÅ) with Design of Shishi Dog Throwing its Young from Rocks (obverse); Shishi Dog Climbing up a Cliff (reverse),,,Japan,Japan,Date: 19th century<br/>Accession Number: 29.100.873,/art/collection/search/58795?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=76,https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_873_O3.JPG,as/web-additional/29_100_873_O3.JPG,as/web-large/29_100_873_O3.JPG,19th century,19th century,"Lacquer, kinji, gold and silver hiramakie, takamakie, kirigane, applied metal; Interior: nashiji and fundame",Lacquer,29.100.873,Not on view
"Castel Gandolfo, on a cliff above a lake, two men and a dog walking in the landscape at left","Jean-Baptiste-Claude Chatelain (British, London (?) ca. 1710-1758 London)",Jean-Baptiste-Claude Chatelain,,unknown,"Jean-Baptiste-Claude Chatelain (British, London (?) ca. 1710-1758 London) Date: 1769<br/>Accession Number: 51.501.1656",/art/collection/search/763339?&searchField=Title&sortBy=Title&ft=dog&offset=0&rpp=100&amp;pos=77,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1769,18th century,Engraving,Engraving,515.011.656,Not on view
